Customer_ID,marriage,sex,education,LIMIT_BAL,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,Bill_amt1,Bill_amt2,Bill_amt3,Bill_amt4,Bill_amt5,Bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,AVG_Bill_amt,PAY_TO_BILL_ratio,next_month_default
5027,2,1,2,210000,34,1,-1,-1,-1,-1,-2,0,1074.2,228.74,798.62,0.63,0.59,1074.94,229.22,798.81,0.08,0.18,2246.98,350.5,2.07,1
5028,1,0,2,280000,37,0,0,0,0,0,-1,149226.53,152331.05,153080.4,155999.49,160000.28,40485.02,5504.72,3258.41,3120.05,3999.83,100045.14,9999.87,135187.17,0.16,0
5029,2,1,2,130000,24,0,0,-1,-1,-1,0,48764.66,27348.23,37527.84,2790.95,28864.16,14986.22,1033.8,37558.93,2804.99,28864.84,299.83,11082.74,26713.83,0.51,0
5030,1,1,2,200000,40,0,0,0,0,0,0,21462.77,22066.44,23381.82,21522.78,8813.83,4280.48,2000.16,2000.04,1128.08,4280.09,0,0,16921.33,0.09,0
5031,1,1,3,30000,59,0,0,0,0,0,0,28169.85,32597.82,32289.12,31275.57,30427.99,29371.13,4946.14,1999.76,1219.76,1231.98,1052.16,1500.05,30688.5,0.06,0
5032,2,0,1,100000,29,2,2,2,2,2,0,48185.54,48923.73,47837.51,51360.99,50417.05,51399.12,1800.01,0.08,4321.19,0.2,2399.94,0.15,49687.5,0.03,1
5033,2,1,2,100000,30,0,0,0,0,0,0,92682.96,84278.15,86976.64,89575.48,91382.26,93319.62,3324.16,3427.91,3399.12,2546.02,2670.9,2938.75,89702.5,0.03,0
5034,1,0,1,250000,37,-2,-2,-2,-2,-1,-1,0,0,0,0,11360.99,699.95,0.14,0,0.13,11568.04,700,0.01,1872.17,1.09,0
5035,2,1,2,70000,33,0,0,0,0,0,2,14319.5,15382.93,16317.77,17047.84,18771.78,18320.79,1599.93,1499.9,999.67,2000.14,0.28,1000.3,16693.5,0.07,0
5036,2,1,1,160000,30,-1,2,2,-1,-1,-1,6547.29,3200.12,0,4774.32,454.97,0,7.3,0.3,4774.88,456.1,0,0.06,2496.5,0.35,0
5037,1,0,3,270000,47,0,0,0,0,0,0,161998.9,165303.69,168836.35,172280.56,175704.31,179581.73,5999.99,6200.33,6253.95,6289.9,6710.28,8250.07,170617.83,0.04,0
5038,1,1,1,240000,58,-1,-1,-1,-1,-1,-1,7217.24,8204.22,3002.02,6861.65,4680.98,2728.76,8210.3,3000.56,6866.06,4680.89,2728.87,3138.05,5448.83,0.88,0
5039,2,0,2,120000,68,2,2,0,0,0,0,125404.85,123817.78,122210.17,122046.37,122018.09,130078.15,4400.13,4436.03,4369.76,4440.1,12600.02,4500.12,124263.17,0.05,1
5040,1,0,2,320000,55,0,0,0,0,0,0,235476.27,216434.63,203354.01,117271.54,38591.8,28400.48,11000.19,8600.16,4999.95,1900.2,959.76,2500.33,139921.17,0.04,0
5041,1,1,3,70000,43,2,0,0,0,0,0,46091.82,40094.99,39609.73,31047.27,27431.53,16693.92,1699.59,1699.75,1242.87,999.72,499.95,1000.09,33494.5,0.04,0
5042,2,1,2,210000,29,-1,-1,-1,-1,-1,-1,1777.79,224.47,2017.88,1.2,1117.48,1857.17,226.4,2030.81,0.1,1118.04,1857.82,620.1,1166,0.84,0
5043,1,0,1,240000,43,0,0,0,0,0,2,67119.58,68472.91,69898.85,71945.58,75424.73,74376.88,2200.29,2263.25,2929.92,5000.12,0,3000.02,71206.67,0.04,0
5044,2,0,1,180000,38,1,2,0,0,0,0,124234.12,125768.04,126202.57,127676.59,99765.06,0,5000.13,4200.42,3000.21,5000.29,2000.08,0,100607.33,0.03,1
5045,2,0,2,130000,29,-1,-1,-1,-1,-1,-1,3920.12,3847.85,942.36,941.43,766.89,0,3999.91,942.19,941.83,767.95,0,0.05,1707.67,0.65,0
5046,2,1,3,20000,22,2,2,0,0,0,2,16381.2,13836.88,14906.63,15852.76,17776.17,17352.41,0,1599.96,1499.78,2499.96,0,999.96,16017.67,0.07,1
5047,2,1,2,200000,33,0,0,0,0,-2,-2,47132.06,27176.94,13457.16,0,0,0,1916.89,999.65,0.18,0,0.08,0,14434.5,0.03,0
5048,2,1,3,50000,50,1,-2,-2,-2,-2,-2,1.17,1.06,0.11,0,0,0,0,0.04,0.02,0.12,0.32,0.28,0,0,1
5049,2,0,1,230000,30,0,0,0,0,0,0,101873.94,97301.67,97383.59,97486.35,96588.19,95220.87,8000.08,5015.69,4999.91,5000.07,4999.86,5199.99,97642.5,0.06,0
5050,1,1,2,160000,41,2,2,2,0,0,-2,24674.9,23581.02,22984.46,22982.67,0.47,0.22,2799.93,0,200.22,0.07,0.15,0.08,15703.83,0.03,1
5051,1,1,2,350000,36,1,-2,-2,-2,-1,0,0,0.71,0.51,0,11525.22,11759.59,0.13,0,0.01,11524.94,234.97,2269.94,3880.83,0.6,0
5052,1,0,3,20000,35,1,2,0,0,0,0,24121.83,23090.09,22422.16,20794.24,19913.52,7476.26,1300.38,1481.01,503.11,2018.7,233.18,99.95,19636.17,0.05,0
5053,2,1,2,420000,32,0,0,0,0,0,0,211686.8,205001.75,203117.77,198926.65,175684.61,164036.84,7300.27,8839.09,8000,5900.18,6000.03,5999.94,193075.83,0.04,0
5054,1,1,2,280000,43,-2,-2,-2,-2,-2,-2,14633.32,5600.55,13396.12,20003.86,10571.44,8430.34,5600.16,13396.94,20004.19,10570.96,8429.86,13560.76,12105.83,0.99,0
5055,1,1,1,150000,40,-2,-2,-2,-2,-1,0,52096.82,30189.08,20241.92,5332,61825.37,5220.83,1999.66,999.92,5003.24,61825.72,5000.32,20000.11,29150.83,0.54,0
5056,1,0,3,10000,57,0,0,0,2,2,0,7524.49,6951.94,9355.84,9533.17,9232.61,9294.53,1276.12,2680.18,477.07,0.04,360.3,999.85,8649,0.11,0
5057,2,1,2,260000,26,0,0,0,0,0,0,16150.16,17880.43,22246.67,26841.86,35996.74,55272.29,2000.02,5000.5,5000.24,9999.89,20000.05,15000.09,29064.83,0.33,0
5058,1,1,2,210000,38,-1,-1,-1,-1,-1,-1,142.1,305.97,308.05,613.84,307.51,307.17,306.77,307.13,307.01,614.02,306.98,307.07,330.67,1.08,0
5059,2,1,2,30000,25,-1,-1,0,0,0,0,413.97,149.16,150.06,149.61,149.9,151.31,149.77,0.04,0.33,0,0.18,0.03,194.17,0.13,0
5060,2,0,3,20000,53,-1,0,-1,-1,-1,-1,13560.52,13049.68,389.15,18280.3,2879.29,1601.21,1105.01,389.92,18280.05,2879.72,1599.81,0,8293.5,0.49,1
5061,2,0,2,20000,43,0,0,0,0,0,0,19196.56,19996.2,20058.68,18779.35,19579.55,0,1499.86,1500.14,999.89,799.95,0,0,16269,0.05,0
5062,1,1,2,340000,40,0,0,0,0,0,0,244450.31,230907.37,228760.26,229404.22,161550.96,164936.1,9999.91,9999.69,7100.11,5799.84,5914.89,6099.74,210001.5,0.04,0
5063,2,0,2,200000,34,0,0,0,0,2,0,176642.8,180420.93,185722.51,196732.94,188930.5,192646.52,7000.18,8499.81,16000.09,0.05,7499.92,14999.73,186849,0.05,0
5064,2,1,2,50000,25,8,7,6,5,4,3,37645.81,37101.85,36238.04,36374.75,35229.56,34363.97,0.05,0.23,999.87,0,0.02,3000.25,36159.17,0.02,1
5065,1,1,2,130000,49,1,-2,-1,-1,-2,-1,0,0,390.12,0,0,389.43,0.07,1560.06,0.2,0.14,1169.72,1169.93,0,0,0
5066,2,0,2,70000,29,0,0,0,0,-1,-1,58304.17,61708.96,64113.44,66774.06,159.88,5746.85,5000.06,3999.76,5000.17,161.09,5799.68,1499.88,42801.83,0.08,0
5067,1,0,1,260000,41,-2,-2,-1,0,0,0,1086.97,2852.7,38834.45,45087.4,47201.51,46198.44,3552.1,38835.94,20000.37,14999.67,14999.65,9999.92,30210.33,0.56,0
5068,1,1,3,100000,31,-1,-1,-1,-2,-2,-2,16033.22,1715.35,1201.2,1.02,0.31,1300.19,1715.97,1199.94,0,0,1299.97,6454.8,3374.83,0.53,0
5069,1,0,2,280000,35,0,0,0,0,0,0,278947.83,278434.59,277620.84,275494.16,270349.86,260554.15,10608.95,10469.72,10001.94,9948.11,9474.74,9238.97,273566.67,0.04,0
5070,2,0,2,20000,43,2,0,0,2,2,2,9286.57,10176.53,12298.3,11808.08,12333.14,11985.43,1200.05,2299.87,0.28,1015.43,0.09,1900.2,11314.67,0.09,1
5071,1,0,1,160000,30,-1,0,0,0,0,0,16752.88,44945.23,40453.73,40951.11,40707.78,35569.72,40452.92,2001.89,1499.9,1999.84,999.77,6442.71,36563.67,0.24,0
5072,1,0,1,360000,37,-1,-1,-1,0,0,0,5225.32,0,14838.03,15986.92,13438.04,16935.17,5.85,18021.96,6036.05,5005.28,4514.38,1074.94,10753.83,0.54,0
5073,1,1,2,120000,40,0,0,0,0,0,0,123269.54,122735.36,123394.27,123122.98,121498.93,121296.68,6000.16,6499.91,6499.69,4999.86,4999.95,5000.09,122553,0.05,0
5074,2,1,1,20000,26,1,-2,-1,-1,-1,-1,0,0.06,450.89,0,751.14,566.52,0.12,449.89,0.11,899.99,567.97,1769.31,269.67,2.28,0
5075,2,1,2,60000,24,2,2,2,0,0,2,60269.81,65004.34,63308.49,62368.87,64602.34,66585.05,5706.28,0,2250.12,4999.88,4800.17,0,63690,0.05,1
5076,1,1,2,210000,42,0,0,0,0,0,0,109918.02,92270.86,79443.92,27277.25,32509.02,41224.33,11487.94,10000.11,11989.79,17990.04,15000.16,15000.1,63774.5,0.21,0
5077,1,1,2,210000,36,-1,0,0,0,0,0,47716.66,233290.18,227143.6,221126.04,215357.41,163444.22,199000.07,7613.17,7115.88,6979.86,5812.77,5761.92,184679.67,0.21,0
5078,2,0,1,30000,29,0,0,0,0,0,-1,17959.29,18967.4,19957.21,21448.4,15567.9,21.46,1609.84,1599.93,2049.98,340.98,22.21,4999.79,15653.83,0.11,0
5079,3,1,2,70000,24,1,2,0,0,0,0,4177.35,2658.08,2752.89,1047.7,461.48,829.7,0,1500.04,0.09,0,1122.93,0.01,1987.67,0.22,0
5080,1,0,1,160000,38,1,-1,-1,-2,-2,-2,0.73,497.91,1.22,0,0,0,498.69,0.06,0.16,0,0.05,0,83.17,1,0
5081,2,1,2,160000,37,-1,-1,-1,0,0,0,12037.1,5123.42,2460.8,6460.21,5360.55,0,5123.15,2459.88,3999.94,106.73,0,3960.06,5240,0.5,0
5082,1,1,2,50000,55,0,0,0,2,2,0,21370.29,22389.79,25327.58,25668.59,24959.01,25506.01,1375.84,3313.68,1050.18,0.13,1099.65,949.51,24203.33,0.05,0
5083,3,1,2,360000,37,0,0,0,-1,-1,-1,10763.59,8873.21,3500.59,327.56,0,769.61,1051.9,1001.68,327.99,0,770.05,11308.81,4039.5,0.6,0
5084,2,1,1,160000,40,-1,0,0,-2,-2,-2,67923.95,69770.83,73233.81,72327.86,74233.63,75499.57,3508.84,5824.25,0.14,2203.73,2000,0,72165.17,0.03,0
5085,2,1,1,390000,45,2,2,2,-1,2,2,833.13,155.29,0,4240.32,3345.86,2697.43,1.04,1692.91,6939.97,6.74,1229.91,2.94,1597.17,1.03,0
5086,2,1,3,180000,30,0,0,0,0,0,0,163935.25,153152.92,147032.65,122197.17,103691.43,70203.74,7721.92,6091.15,3562.99,3605.11,3000.06,3210.96,126701.83,0.04,0
5087,2,1,1,30000,31,0,0,0,2,0,0,28801.79,28633.61,30217.38,28919.21,29301.29,28602.96,1800.08,3599.88,0.08,1500.1,1499.93,3300.16,29079.83,0.07,0
5088,1,1,2,60000,35,0,0,0,0,0,3,20162.7,21517.27,22858.91,25154.51,29386.35,30607.13,2000.17,1999.96,2999.99,4999.78,1999.85,6000.14,24948,0.13,0
5089,2,1,1,240000,29,-1,0,0,0,0,0,30379.25,15578.02,20496.49,15295.98,24332.08,23895.79,10023.06,10000.07,4999.92,15000.12,15000.19,5000.05,21663.17,0.46,0
5090,2,0,1,500000,36,-1,-1,-1,0,0,0,2449.75,1038.68,34740.81,20409.93,23804.38,22696.98,1100.25,35157.16,3000.06,5000.02,4999.79,4999.94,17523.17,0.52,0
5091,1,1,2,340000,39,-2,-2,-2,-2,-2,-2,93767.92,65759.32,352.43,5673.97,3344.73,3405.71,65757.96,359.1,5674.15,3691.87,3405.94,2621.81,28717,0.47,0
5092,1,0,1,130000,40,0,0,0,0,0,-2,25375.73,26128.85,25327.88,25774.69,0,0,1499.91,1851.95,1300.1,0,0.13,0,17100.83,0.05,0
5093,2,1,2,360000,37,-1,-1,-1,-1,-1,-1,333.59,333.74,5043.54,333.34,0.26,333.02,333.14,5043.24,333.17,0,332.81,210.36,1062.5,0.98,1
5094,1,1,3,70000,34,0,0,-1,0,0,0,5218.88,6746.5,19947.69,20230.78,20756.79,18357.49,3092.18,19948.15,3000.21,3001.75,1001.85,2102.07,15209.83,0.35,0
5095,1,0,3,140000,59,-1,-1,-1,-1,-1,-1,2858.63,3447.15,0,2061.43,0.9,3035.03,3446.97,0,2061.23,0.25,3035.05,2302.02,1900.33,0.95,0
5096,1,1,2,200000,36,-1,-1,-1,-1,-1,-1,1070.56,4078.17,1098.31,1099.92,1099.84,1099.14,4107.02,1098.79,1098.81,1098.93,1099.04,1098.62,1590.67,1.01,0
5097,1,1,2,40000,38,0,0,0,0,0,0,40125.2,38809.27,36484.85,28150.65,22161.16,19789.53,2006.02,2001.81,1603.03,1000.06,1999.98,0.26,30920.17,0.05,0
5098,1,1,2,90000,55,2,2,0,0,0,0,81998.35,83673.25,80889.71,31565.39,33049.19,22693.05,4003.11,3000.15,2999.94,3000.16,1999.95,1999.84,55645,0.05,1
5099,1,1,1,80000,47,-1,-1,-1,-1,-1,-1,15738.68,17252.42,35369.02,18348.85,14248.61,10636.56,17253.36,35369.11,18351.33,14248.83,10637,12330.96,18599.67,0.97,0
5100,1,0,2,380000,39,-2,-2,-2,-2,-2,-2,3073.53,0,0,0,0,0,9203.06,0,0.2,0.08,0,8000.13,-8867.33,-0.32,0
5101,0,0,3,120000,26,0,0,-1,-1,-1,-1,45752.06,53322.9,5257.95,13780.15,8635.94,5697.96,13159.93,5272.09,13831.86,8661.16,5715.12,38852.06,22074.67,0.65,0
5102,2,1,2,200000,26,0,0,0,0,0,0,116069.17,111997.17,88326.35,73717.09,56920.91,48158.93,5096.17,2699.77,4016.83,7921.1,10160.09,5593.99,82531.83,0.07,0
5103,2,0,3,30000,28,0,0,0,0,-1,-1,11064.06,10030.1,9018.07,7970.62,1478.71,1635.22,1159.09,1158.96,999.92,1479.04,1635.08,779.76,6866.17,0.18,0
5104,1,1,3,10000,33,2,2,2,0,0,0,7706.53,9912.22,9607.95,9638.6,9985.18,11084.22,2500.04,0,1200.15,499.84,1400.02,0.88,9656,0.1,0
5105,2,1,1,110000,29,-1,-1,-1,-1,-1,-1,316.83,31895.64,315.45,314.97,315.69,31774.7,31895.17,315.76,316.05,316.15,31774.88,1151.9,10822.33,1.01,1
5106,2,0,2,100000,28,0,0,0,0,0,0,72609.57,72596.3,74330.69,75490.93,78244.6,77477.55,3499.92,3500.22,3000.19,3999.9,2999.88,2999.9,75125,0.04,0
5107,1,1,1,470000,39,-1,0,0,0,0,0,235489.26,125853.12,143644.66,113422.47,96919.43,94405.01,25853.05,20744.88,13422.07,6921.12,5645.16,6114.01,134956.17,0.1,0
5108,2,0,2,100000,35,0,0,0,0,0,0,61379,62756.14,64147.48,65909.24,61018.73,62878.34,2999.98,3000.28,3499.89,2999.99,2999.9,2999.82,63014.5,0.05,0
5109,1,1,1,230000,35,0,0,-1,-1,-1,-1,6011.1,0,1897.16,0,88.19,2398.64,78.19,1897.28,0.01,88.96,2397.86,670.84,1732.67,0.49,1
5110,2,1,1,220000,32,0,0,0,0,0,0,217635.8,221834.21,222829.72,195120.4,169395.01,173875.15,8000.03,17999.93,6999.72,6000.16,7000.16,6099.89,200115.33,0.04,0
5111,2,1,2,80000,26,0,0,-1,0,0,-1,42932.69,34554.9,35475.73,24657.09,12139.73,9038.26,999.62,35476.27,1000.2,243.09,9038.05,249.64,26466.33,0.3,0
5112,2,1,1,230000,33,-2,-2,-2,-2,-2,-2,4533.76,0.63,509.35,0.11,161.58,0.35,0.1,509.97,0.2,162.1,0.17,0.27,867.5,0.13,0
5113,2,1,1,500000,44,0,0,0,0,0,0,120450.84,190135.81,212135.42,201013.23,222520.97,208271.34,100000.01,50000.18,10012.29,50000.07,10000.02,9999.67,192421,0.2,0
5114,2,0,1,460000,34,0,0,0,0,0,0,362815.72,372283.78,380257.17,386847.38,301230.46,325830.86,15325.23,15999.83,15000.1,10999.95,29999.99,20004.06,354877.67,0.05,0
5115,2,1,1,200000,33,0,0,0,0,0,0,77669.73,80052.32,80906.52,82089.46,81565.06,87242.49,6782.28,5000.18,4000.05,2999.6,9000.17,3999.99,81586.67,0.06,0
5116,1,0,2,300000,32,-1,-1,-1,-1,-1,-2,2884.1,1706.25,2959.82,578.41,0.01,0,1705.99,2964.4,578.92,0.1,0,2937.06,1354.83,1.01,1
5117,2,1,1,240000,38,0,0,0,0,0,-1,138150.5,111189.49,75880.22,46408,12697.44,215281.7,6021.17,3003.59,4006.35,4999.95,215281.08,8000,99934.17,0.4,0
5118,2,1,1,570000,28,0,0,0,0,0,0,33676.6,29865.52,33337.22,32645.44,30465.87,31125.39,2999.98,4999.99,3015.9,3000.08,3999.91,4000.11,31852.33,0.12,0
5119,2,1,2,200000,28,0,0,0,0,0,0,59372.95,55040.75,54413.96,53503.94,53670.13,45539.56,6002.06,3007.7,2006.02,2045.03,1346.22,1195.88,53590,0.05,0
5120,1,1,2,410000,50,0,0,0,0,0,0,249150.86,246658.64,248933.96,246011.07,240844.65,213766.54,9000.01,10999.64,9999.83,7500.03,7999.79,7999.8,240894.67,0.04,0
5121,2,0,1,180000,32,0,0,0,0,0,0,154373.22,153018.33,146395.49,136532.28,138502.59,136665.03,7499.85,7000.1,5000.12,5000.13,6000.25,5137.03,144247.67,0.04,0
5122,2,1,2,100000,30,0,0,0,0,-2,-2,23938.02,23572.06,24148.04,0,0.44,0,1500.1,1011.12,0.22,0.21,0.02,0,11943.17,0.04,0
5123,2,0,2,30000,27,0,0,0,0,0,0,18951.33,17297.79,14793.03,15566.02,15013.82,15413.01,1270.12,1300.02,999.86,1000.03,800.02,999.86,16172.5,0.07,0
5124,2,1,2,290000,24,0,0,0,0,0,0,145341.63,136848.51,122628.73,115857.22,101471.82,98069.72,6999.83,5999.6,5024.28,4999.97,5000.04,10000.16,120035.83,0.05,0
5125,2,1,1,230000,31,-1,-1,-1,-1,-1,-1,902.13,1710.81,1292.18,885.27,1291.92,795.26,1710.87,1291.73,884.87,1292.14,794.95,1035.19,1146.33,1.02,1
5126,2,1,1,110000,28,0,0,0,0,0,0,91286.8,91850.12,84848.77,84361.6,59390.92,59129.19,8079.75,14297.88,2519.08,6616.25,1953.03,5300.14,78477.83,0.08,0
5127,1,1,2,140000,34,0,0,2,0,0,0,121374.07,125964.59,102526.13,103337.64,105942.08,101829.77,8200.16,3000.1,3999.96,4500.1,4000.25,4200.03,110162.5,0.04,0
5128,2,1,1,210000,42,-1,-1,-1,-1,-1,-2,4131.09,24254.61,7838.69,7137.56,0,0,24255.05,7861.69,7146.04,0,0,32000.1,7120.5,1.67,0
5129,2,1,2,60000,35,0,0,-1,-1,0,0,21769.68,11504.83,1023.76,16451.98,4131.42,4005.73,1399.97,1023.91,16469.17,130.99,322,39999.8,9815,1.01,0
5130,2,1,1,230000,25,-1,-1,-1,-1,-1,-1,736.38,645.55,854.72,0,589.34,0,644.85,854.97,0,589.97,0.16,298.96,471,0.85,0
5131,2,0,2,230000,30,0,0,2,0,0,0,38650.93,45682.69,44650.96,48540.4,52477.26,56505.6,8000.19,0,4970.18,4907.17,4935.72,5023.67,47751.17,0.1,1
5132,1,1,3,300000,50,-2,-2,-2,-2,-2,-2,0.08,0,0,1.1,0.39,0,0.05,0.1,0.12,0,0.11,4886.37,0,0,1
5133,2,0,1,70000,28,1,-1,-1,2,2,2,0,654.13,3454.05,3246.05,1685.95,1679.79,699.89,2999.85,0,0,0.21,4000.12,1778.83,0.72,1
5134,1,0,2,470000,49,0,0,0,0,0,0,169260.14,161759.06,154422.38,147136.85,138238.88,125866.98,6599.9,6170.53,5099.92,4725.75,4555.08,4375.14,149447.83,0.04,0
5135,1,0,2,330000,48,-2,-2,-2,-2,-2,-2,6051.16,8347.96,8952,2731.86,2732.33,2732.02,8387.25,8995.93,2744.85,2745.03,2745.13,2734.11,5257.5,0.9,0
5136,2,0,1,400000,33,0,0,0,-2,-2,-1,201800.2,205150.13,0.2,0,0,91056.62,9149.85,0.2,0,0,91056.79,99999.91,83001.17,0.4,0
5137,2,1,3,80000,24,1,-2,-1,-1,-1,-1,0,0.32,2454.31,2501.35,1306.94,1550.42,0.15,2454.89,2500.07,1306.93,1550.04,896.04,1302,1.11,0
5138,1,1,2,180000,27,0,0,0,0,0,0,117703.7,116373.57,115444.06,112937.32,109305.81,104105.66,4171.11,4200.18,4000.1,3788.81,3958.76,3299.77,112645,0.03,0
5139,2,0,1,290000,43,0,0,0,0,0,0,197175.43,210930.73,217394.07,221949.42,228204.03,233974.97,17000.01,9999.73,9999.91,10000.33,10000.14,4999.82,218271.33,0.05,0
5140,2,0,1,50000,26,-1,2,2,-1,0,-1,5712.97,5407.48,0,977.6,651.84,624.81,0,0.13,1955.9,0.23,625.71,0.1,2066.17,0.21,1
5141,2,0,1,430000,,0,0,0,0,0,0,29860.88,39304.05,43019.13,45540.23,8342.85,8311.03,9999.48,5000.25,5540.09,8309.78,5639.97,2819.78,29062.83,0.21,0
5142,1,0,1,400000,44,-1,-1,-1,-1,-1,-1,4482.19,0,1902.53,850.04,807.63,775.5,0,1913.06,849.79,808.05,774.99,380.43,1468,0.54,0
5143,2,0,1,360000,27,-2,-2,-2,-2,-2,-2,4613.74,6776.4,14101.2,11959.07,3183.23,7252.1,6813.14,14170.89,12022.89,3200.03,7287.87,1892.27,7981.17,0.95,0
5144,2,0,2,20000,24,2,2,2,2,0,0,5266.79,6024.89,15855.18,16294.68,17022.01,17387.31,999.99,10000.07,1000.02,999.88,638.97,2822.05,12975.5,0.21,1
5145,2,0,1,110000,30,0,0,0,0,0,0,110801.48,112008.08,96347.59,49506.44,49141.61,49250.99,4404.21,2826.11,1879.98,1804.95,2181.91,2000.16,77842.33,0.03,0
5146,1,0,2,380000,37,0,0,0,0,0,0,288908.07,288613.54,245375.42,249931.03,209710.38,185921.75,12035.69,11483.1,9577.71,6883.95,6548.96,6520.09,244743.17,0.04,0
5147,1,0,2,10000,41,-2,-2,-2,-2,-2,-2,3310.86,7244.13,3979.23,0,9263.59,3692.06,7244.2,3999.72,0,9263.05,3692.77,0.03,4581.83,0.88,0
5148,2,0,1,320000,30,0,0,0,0,0,0,95525.86,97736.58,101151.32,104203.39,108867.29,40410.38,5000.01,4999.95,5000.15,5364.11,5009.95,5013.03,91315.83,0.06,0
5149,2,1,1,310000,27,0,0,0,0,0,0,134526.04,115126.87,105686.03,102306.18,93928.75,87681.38,6199.86,5222.33,5196.95,3999.81,4999.59,3979.83,106542.33,0.05,0
5150,2,1,3,50000,22,2,0,0,2,0,0,31285.63,30275.64,26633.05,19575.94,15793.76,19495.98,3000.11,1999.93,0,4532.07,4500.02,4499.69,23843.17,0.13,0
5151,1,0,1,200000,52,-2,-2,-2,-2,-2,-2,3858.37,2690.72,3409.13,0.74,0,82150.51,2690.27,3487.25,0,0,85900.09,396.2,15351.33,1,0
5152,2,0,1,50000,49,0,0,0,0,0,0,25277.45,27208.52,23741.35,19448.15,19594.15,19762.4,2999.97,3014.09,684.12,999.84,712.93,677.22,22505,0.07,0
5153,2,1,1,120000,27,-1,-1,0,0,0,0,13059.55,23008.94,119557.2,93652.72,23861.98,0.54,23007.8,99999.75,3500.09,1000.06,0,122349.86,45523.33,0.91,0
5154,2,1,2,30000,22,2,2,0,0,0,2,31330.97,24543.05,28267.58,30471.3,29283.43,25761.62,0,5599.76,3005.16,1199.96,0,4999.68,28276.33,0.09,1
5155,2,0,2,50000,26,0,0,2,0,0,0,13116.54,16887.57,16322.24,16751.23,17229.53,18930.74,3999.97,0.42,1000.41,899.78,1999.79,378.99,16539.83,0.08,0
5156,2,0,2,250000,30,0,0,0,0,0,0,170558.04,173346.4,177319.58,177579.45,170956.49,158502.6,6522.78,7991.67,6475.13,6049.86,6197.22,5999.98,171377.67,0.04,0
5157,1,0,3,50000,38,0,0,0,0,0,0,10824.62,11376.37,10760.2,10973.48,10692.69,9887.6,1499.83,1155.18,367.8,371.87,356.06,500.04,10752.67,0.07,0
5158,1,0,2,60000,46,-1,0,-1,0,0,0,3046.47,285.52,6466.28,6470.08,5364.03,3663.46,285,6465.48,2.93,5.06,10,15219.06,4215.83,0.87,0
5159,1,0,2,170000,38,-1,0,-1,-1,-1,0,16481.25,21769.91,11507.11,715.68,3282.35,715.54,15066.99,11572.12,3282.07,3281.85,0.12,3121.85,9078.17,0.67,1
5160,1,0,1,300000,45,0,0,0,0,0,0,193461.08,185703.37,190059.08,189912.85,145909.36,127078.17,6834.97,7541.8,7930.01,6534.08,6152.94,2814.78,172020.67,0.04,0
5161,1,0,1,420000,47,-2,-2,-2,-2,-2,-2,46178.57,82841.29,77627.91,52294.51,0.18,0.46,84459.2,79192.31,57144.79,0.08,0.15,0,43157.17,0.85,0
